chapter_number,verse_number,verse_id,verse_id_arabic,chapter_verses,chapter_title_english,chapter_title_arabic,chapter_title_persian,verse_subtitle_english,verse_text_persian,verse_text_english,verse_footnote_english
42,6,42:6,٦:٤٢,53,Consultation,الشورى,مشورت,,کسانی که جز او مولايانی برای خود گرفته اند، خداست که به حسابشان رسيدگی می کند؛ تو وکيل مدافع آنها نيستی.,"Those who set up other lords beside Him, GOD is the One in charge of them; you are not their advocate.",
42,7,42:7,٧:٤٢,53,Consultation,الشورى,مشورت,,ما اين چنين، قرآنی را به عربی بر تو وحی می كنيم تا جامعهٔ مركزی و همهٔ اطرافيان آن را هشدار دهی و دربارهٔ روز احضار اخطار دهی، روزی كه اجتناب ناپذير است. برخی به بهشت خواهند رفت و برخی به دوزخ.,"We thus reveal to you an Arabic Quran to warn the central community and all around it, and to warn about the Day of Summoning that is inevitable. Some will end up in Heaven, and some in Hell.",
42,8,42:8,٨:٤٢,53,Consultation,الشورى,مشورت,,اگر خدا می خواست، می توانست همه را يك جامعهٔ واحد قرار دهد، ولی او هر كه را بخواهد به رحمت خويش داخل می كند. و اما ستمكاران، هيچ مولا و ياوری ندارند.,"Had GOD willed, He could have made them one community. But He redeems into His mercy whomever He wills. As for the transgressors, they have no master, nor a helper.",
42,9,42:9,٩:٤٢,53,Consultation,الشورى,مشورت,,آيا غير از او اوليای ديگری يافتند؟ تنها مولا و سرور خداست. اوست كه مرده را برمی انگيزد و اوست قادر مطلق.,"Did they find other lords beside Him? GOD is the only Lord and Master. He is the One who resurrects the dead, and He is the Omnipotent One.",
42,10,42:10:00,١٠:٤٢,53,Consultation,الشورى,مشورت,,اگر در هر قسمتی از اين پيام اختلافی ايجاد كنيد، قضاوت اين كار با خداست. چنين است خدا، پروردگار من. من به او اعتماد می كنم و تسليم او هستم.,"If you dispute any part of this message, the judgment for doing this rests with GOD. Such is GOD my Lord. In Him I trust, and to Him I submit.",
42,11,42:11:00,١١:٤٢,53,Consultation,الشورى,مشورت,None Equals God,پديدآورندهٔ آسمان ها و زمين. او از ميان خودتان برای شما همسرانی آفريد- و نيز برای حيوانات. او بدین ترتیب، وسيلهٔ ازدياد شما را فراهم می كند. هيچ چيزی نيست كه با او برابری كند. اوست شنوا، بينا.,"Initiator of the heavens and the earth. He created for you from among yourselves spouses—and also for the animals. He thus provides you with the means to multiply. There is nothing that equals Him. He is the Hearer, the Seer.",
42,12,42:12:00,١٢:٤٢,53,Consultation,الشورى,مشورت,,كنترل مطلق آسمان ها و زمين از آن اوست. اوست كه روزی هر كه را بخواهد افزايش می دهد، يا از آن می كاهد. او از همه چيز كاملاً آگاه است.,"To Him belongs absolute control of the heavens and the earth. He is the One who increases the provision for whomever He wills, or reduces it. He is fully aware of all things.",
42,13,42:13:00,١٣:٤٢,53,Consultation,الشورى,مشورت,"Only One Religion, Monotheists vs Idol Worshipers","او همان دينی را برای شما مقرر كرد كه برای نوح مقرر كرد و آنچه ما بر تو وحی كرديم و آنچه برای ابراهيم، موسی و عيسی مقرر نموديم: ""شما بايد از همين يك دين پيروی كنيد و آن را فرقه فرقه نكنيد. مشركان از آنچه آنها را به انجام آن دعوت می كنی، بسيار خشمگين خواهند بود. خدا هر كه را بخواهد، مورد بخشش خويش قرار می دهد؛ او فقط كسانی را كه كاملاً تسليم هستند، به سوی خود هدايت می كند.","He decreed for you the same religion decreed for Noah, and what we inspired to you, and what we decreed for Abraham, Moses, and Jesus: ""You shall uphold this one religion, and do not divide it.""The idol worshipers will greatly resent what you invite them to do. GOD redeems to Himself whomever He wills; He guides to Himself only those who totally submit.",
42,14,42:14:00,١٤:٤٢,53,Consultation,الشورى,مشورت,,شگفتا، آنها پس از آنكه آن دانش بر آنها آمده بود، از روی تنفر و حسادت در ميان خودشان فرقه فرقه شدند. اگر به خاطر تصميم از پيش تعيين شدهٔ پروردگارت برای مهلتی معين نبود، فوراً قضاوت شده بودند. حقيقتاً، نسل های بعدی كه وارث كتاب آسمانی شدند، سخت در شك می باشند.,"Ironically, they broke up into sects only after the knowledge had come to them, due to jealousy and resentment among themselves. If it were not for a predetermined decision from your Lord to respite them for a definite interim, they would have been judged immediately. Indeed, the later generations who inherited the scripture are full of doubts.",
42,15,42:15:00,١٥:٤٢,53,Consultation,الشورى,مشورت,Message to the Christians and the Jews,"اين است آنچه كه بايد پند دهی و در انجام آنچه به تو امر شده است، ثابت قدم باش. و از خواسته های آنها پيروی نكن. و اعلام كن: ""من به تمام كتاب های آسمانی كه خدا نازل كرده است، ايمان دارم."" به من امر شد كه در ميان شما منصفانه قضاوت كنم. خدا پروردگار ما و پروردگار شماست. ما مسئول اعمال خود هستيم و شما مسئول اعمال خود. ميان ما و شما هيچ بحثی نيست. خدا همگی ما را جمع خواهد كرد؛ سرنوشت نهايی به سوی اوست.""","This is what you shall preach, and steadfastly maintain what you are commanded to do, and do not follow their wishes. And proclaim: ""I believe in all the scriptures sent down by GOD. I was commanded to judge among you equitably. GOD is our Lord and your Lord. We have our deeds and you have your deeds. There is no argument between us and you. GOD will gather us all together; to Him is the ultimate destiny.""",
42,16,42:16:00,١٦:٤٢,53,Consultation,الشورى,مشورت,,كسانی كه دربارهٔ خدا پس از دريافت پيام او مجادله می كنند، مجادلهٔ آنها نزد پروردگارشان باطل شده است. آنها به محكوميت دچارند و سزاوار مجازاتی سخت شده اند.,"Those who argue about GOD, after receiving His message, their argument is nullified at their Lord. They have incurred condemnation, and have deserved a severe retribution.",
42,17,42:17:00,١٧:٤٢,53,Consultation,الشورى,مشورت,,خداست آن يكتايی كه كتاب آسمانی را نازل كرد تا حقيقت و قانون را تحويل دهد. فقط بدان، آن ساعت (روز قضاوت) ممكن است خيلی نزديك باشد.,"GOD is the One who sent down the scripture, to deliver the truth and the law. For all that you know, the Hour (Day of Judgment) may be very close.",
42,18,42:18:00,١٨:٤٢,53,Consultation,الشورى,مشورت,The Believers Mindful of the Day of Judgment,كسانی كه به آن ايمان ندارند، آن را به مبارزه می طلبند. و اما كسانی كه ايمان دارند، دربارهٔ آن نگرانند، می دانند كه آن حقيقت است. مسلماً، كسانی كه آن ساعت را تكذيب می كنند، سخت به گمراهی رفته اند.,"Challenging it are those who do not believe in it. As for those who believe, they are concerned about it, and they know that it is the truth. Absolutely, those who deny the Hour have gone far astray.",
42,19,42:19:00,١٩:٤٢,53,Consultation,الشورى,مشورت,,خدا از تمام مخلوقاتش كاملاً آگاه است؛ او برای هر كه بخواهد، روزی فراهم می كند. او قدرتمند است، صاحب اقتدار.,"GOD is fully aware of all His creatures; He provides for whomever He wills. He is the Powerful, the Almighty.",
42,20,42:20:00,٢٠:٤٢,53,Consultation,الشورى,مشورت,,کسی که در پی پاداش آخرت باشد، ما پاداش او را چندين برابر می کنیم. و کسی که در پی ماديات اين دنيا باشد، از آن به او می دهيم، سپس در آخرت هيچ سهمی دريافت نمی کند.,"Whoever seeks the rewards of the Hereafter, we multiply the rewards for him. And whoever seeks the materials of this world, we give him therefrom, then he receives no share in the Hereafter.",
42,21,42:21:00,٢١:٤٢,53,Consultation,الشورى,مشورت,The Idols: Innovating New Religious Laws*,آنها از بت هایی پيروی می كنند كه برای آنها قوانين مذهبی مقرر می كنند كه هرگز خدا اجازه نداده است. اگر به خاطر تصميم از پيش تعيين شده نبود، آنها فوراً قضاوت شده بودند. حقيقتاً، ستمكاران سزاوار مجازاتی دردناك شده اند.*,"They follow idols who decree for them religious laws never authorized by GOD. If it were not for the predetermined decision, they would have been judged immediately. Indeed, the transgressors have incurred a painful retribution.*","*42:21 The Islam of today's Muslim world has been so distorted, it has become a Satanic cult. The Ulama, or religious scholars, have added many extraneous laws, prohibitions, dress codes, dietary regulations, and religious practices never authorized by God. This is one of the main reasons for sending God's Messenger of the Covenant (9:31, 33:67, and Appendix 33)."
